evidence_id,property_id,source_id,claim_type,claim_value,confidence_contribution,evidence_note
ev-mpha-overview-parcel-1602924340050,parcel-1602924340050,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924340063,parcel-1602924340063,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924340063,parcel-1602924340063,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924340063,parcel-1602924340063,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924340063,parcel-1602924340063,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924340063,parcel-1602924340063,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924340087,parcel-1602924340087,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924340087,parcel-1602924340087,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924340087,parcel-1602924340087,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924340087,parcel-1602924340087,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924340087,parcel-1602924340087,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924340139,parcel-1602924340139,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924340139,parcel-1602924340139,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924340139,parcel-1602924340139,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924340139,parcel-1602924340139,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924340139,parcel-1602924340139,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924340163,parcel-1602924340163,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTH MPLS PUBLIC HOUSING AUTH,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-mpha-overview-parcel-1602924340163,parcel-1602924340163,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924340175,parcel-1602924340175,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTH MPLS PUBLIC HSNG AUTHORITY,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924340175,parcel-1602924340175,minneapolis_assessing_parcels_2023,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTH MPLS PUBLIC HSNG AUTHORITY ATTN COMPTROLLER 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924340175,parcel-1602924340175,minneapolis_assessing_parcels_2024,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTH MPLS PUBLIC HSNG AUTHORITY ATTN COMPTROLLER 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924340175,parcel-1602924340175,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924340175,parcel-1602924340175,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924420071,parcel-1602924420071,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924420071,parcel-1602924420071,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924420071,parcel-1602924420071,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924420071,parcel-1602924420071,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924420071,parcel-1602924420071,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430006,parcel-1602924430006,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430006,parcel-1602924430006,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430006,parcel-1602924430006,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430006,parcel-1602924430006,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430006,parcel-1602924430006,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430008,parcel-1602924430008,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430008,parcel-1602924430008,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430008,parcel-1602924430008,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430008,parcel-1602924430008,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430008,parcel-1602924430008,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430019,parcel-1602924430019,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430019,parcel-1602924430019,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430019,parcel-1602924430019,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430019,parcel-1602924430019,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430019,parcel-1602924430019,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430022,parcel-1602924430022,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430022,parcel-1602924430022,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430022,parcel-1602924430022,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430022,parcel-1602924430022,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430022,parcel-1602924430022,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430059,parcel-1602924430059,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430059,parcel-1602924430059,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430059,parcel-1602924430059,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430059,parcel-1602924430059,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430059,parcel-1602924430059,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430072,parcel-1602924430072,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430072,parcel-1602924430072,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430072,parcel-1602924430072,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430072,parcel-1602924430072,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430072,parcel-1602924430072,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430081,parcel-1602924430081,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430081,parcel-1602924430081,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430081,parcel-1602924430081,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430081,parcel-1602924430081,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430081,parcel-1602924430081,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430087,parcel-1602924430087,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430087,parcel-1602924430087,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430087,parcel-1602924430087,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430087,parcel-1602924430087,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430087,parcel-1602924430087,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430100,parcel-1602924430100,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430100,parcel-1602924430100,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430100,parcel-1602924430100,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430100,parcel-1602924430100,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430100,parcel-1602924430100,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430101,parcel-1602924430101,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430101,parcel-1602924430101,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430101,parcel-1602924430101,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430101,parcel-1602924430101,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430101,parcel-1602924430101,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430123,parcel-1602924430123,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430123,parcel-1602924430123,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430123,parcel-1602924430123,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430123,parcel-1602924430123,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430123,parcel-1602924430123,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
ev-metrogis-owner-taxpayer-parcel-1602924430179,parcel-1602924430179,metrogis_hennepin_minneapolis_parcels_current,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES,0.65,"MetroGIS/Hennepin parcel owner or taxpayer name matches MPHA, Minneapolis Public Housing Authority, or Community Housing Resources."
ev-minneapolis-assessing-2023-parcel-1602924430179,parcel-1602924430179,minneapolis_assessing_parcels_2023,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2023 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2024-parcel-1602924430179,parcel-1602924430179,minneapolis_assessing_parcels_2024,owner_taxpayer_match,COMMUNITY HOUSING RESOURCES COMMUNITY HOUSING RESOURCES ATTN COMPTROLLERS OFFICE 1001 WASHINGTON AVE N MINNEAPOLIS MN 55401,0.2,Minneapolis assessing 2024 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-minneapolis-assessing-2025-parcel-1602924430179,parcel-1602924430179,minneapolis_assessing_parcels_2025,owner_taxpayer_match,MPLS PUBLIC HOUSING AUTHORITY MPHA,0.55,Minneapolis assessing 2025 records show a public housing owner or taxpayer name match and a small residential property classification.
ev-mpha-overview-parcel-1602924430179,parcel-1602924430179,mpha_properties_overview,portfolio_context,CHR single-family and multiplex homes,0.05,"MPHA's public properties page describes scattered-site homes as CHR single-family and multiplex homes, nearly 800 units."
